,,Tibetan,,,,,,,,,,,,,,Northeast   Asia ,,,,,Southeast   Asia ,,,,South Asia,,,,,,West Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,0.0063 ,0.0103 ,0.0108 ,0.0025 ,0.0183 ,0.0075 ,0.0056 ,0.0000 ,0.0189 ,0.0076 ,0.0076 ,0.0087 ,0.0119 ,,0.0174 ,0.0330 ,0.0150 ,0.0278 ,,0.0050 ,0.0140 ,0.0050 ,,0.0169 ,0.0170 ,0.0160 ,0.0250 ,0.0118 ,,0.0043 ,0.0100 ,0.0049 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,0.0000 ,0.0021 ,0.0048 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0100 ,0.0000 ,0.0024 ,0.0000 ,0.0008 ,0.0000 ,,0.0037 ,0.0050 ,0.0040 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0009 ,0.0250 ,0.0080 ,0.0000 ,0.0039 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0008 ,0.0000 ,,0.0009 ,0.0020 ,0.0000 ,0.0051 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0020 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locus 10, D19S433,Ngari,Qamdo,Lhasa,Nagqu,Nyingchi,Xigaz那,Shannan,Aba,Garz那,Qinghai,Yunnan,Gannan,Tianzhu,,Liaoning Han,Japanese,Korean,Mongolian,,Thailand,Malaysia malay,Philippine,,Pakistan,Oraon,Munda,Santal,Bangladesh,,Iran,Afghanistan,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0170 ,0.0070 ,0.0000 ,,0.0009 ,0.0000 ,0.0080 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0008 ,0.0000 ,,0.0000 ,0.0020 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0050 ,,0.0009 ,0.0590 ,0.0000 ,0.0079 ,0.0079 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.2,0.0000 ,0.0021 ,0.0012 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0094 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0039 ,0.0039 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,0.0000 ,0.0021 ,0.0000 ,0.0025 ,0.0000 ,0.0037 ,0.0056 ,0.0000 ,0.0000 ,0.0012 ,0.0015 ,0.0016 ,0.0030 ,,0.0009 ,0.0030 ,0.0020 ,0.0025 ,,0.0000 ,0.0020 ,0.0000 ,,0.0000 ,0.0170 ,0.0230 ,0.0000 ,0.0000 ,,0.0121 ,0.0030 ,0.0049 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.2,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0024 ,0.0000 ,,0.0000 ,0.0000 ,0.0020 ,0.0000 ,,0.0000 ,0.0020 ,0.0000 ,,0.0009 ,0.0170 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,0.0250 ,0.0185 ,0.0482 ,0.0394 ,0.0366 ,0.0336 ,0.0500 ,0.0100 ,0.0283 ,0.0324 ,0.0332 ,0.0291 ,0.0268 ,,0.0430 ,0.0550 ,0.0280 ,0.0455 ,,0.0360 ,0.0600 ,0.0380 ,,0.0796 ,0.0680 ,0.0620 ,0.0551 ,0.0551 ,,0.0726 ,0.0740 ,0.0922 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.2,0.0063 ,0.0082 ,0.0060 ,0.0049 ,0.0000 ,0.0075 ,0.0111 ,0.0000 ,0.0000 ,0.0047 ,0.0045 ,0.0024 ,0.0030 ,,0.0055 ,0.0070 ,0.0040 ,0.0025 ,,0.0020 ,0.0050 ,0.0050 ,,0.0069 ,0.0080 ,0.0000 ,0.0197 ,0.0197 ,,0.0040 ,0.0050 ,0.0097 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,0.3250 ,0.2428 ,0.2349 ,0.2660 ,0.2073 ,0.1903 ,0.2944 ,0.1600 ,0.2547 ,0.2506 ,0.2175 ,0.2307 ,0.2946 ,,0.2934 ,0.3050 ,0.3270 ,0.3308 ,,0.2810 ,0.2240 ,0.3070 ,,0.2549 ,0.3140 ,0.3230 ,0.2559 ,0.2559 ,,0.2298 ,0.2720 ,0.1845 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.2,0.0313 ,0.0453 ,0.0434 ,0.0394 ,0.0427 ,0.0336 ,0.0167 ,0.0400 ,0.0472 ,0.0460 ,0.0438 ,0.0567 ,0.0417 ,,0.0430 ,0.0270 ,0.0260 ,0.0581 ,,0.0360 ,0.0500 ,0.0280 ,,0.0089 ,0.0000 ,0.0150 ,0.0394 ,0.0394 ,,0.0202 ,0.0150 ,0.0534 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,0.2938 ,0.2181 ,0.2735 ,0.2512 ,0.3049 ,0.2910 ,0.3167 ,0.3400 ,0.2547 ,0.2376 ,0.2450 ,0.2772 ,0.2976 ,,0.2276 ,0.3560 ,0.2680 ,0.2803 ,,0.2170 ,0.2070 ,0.1230 ,,0.2450 ,0.2280 ,0.2310 ,0.2795 ,0.2795 ,,0.3024 ,0.3000 ,0.2282 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14.2,0.1063 ,0.1646 ,0.1639 ,0.1749 ,0.1463 ,0.1455 ,0.1000 ,0.1200 ,0.1604 ,0.1397 ,0.1586 ,0.1315 ,0.0923 ,,0.1289 ,0.0830 ,0.1020 ,0.0783 ,,0.0930 ,0.0900 ,0.0850 ,,0.0677 ,0.0420 ,0.0310 ,0.0787 ,0.0787 ,,0.0444 ,0.0230 ,0.0243 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,0.0500 ,0.0844 ,0.0711 ,0.0640 ,0.0976 ,0.0933 ,0.1056 ,0.1900 ,0.1132 ,0.0914 ,0.1042 ,0.0850 ,0.0655 ,,0.0695 ,0.0460 ,0.0540 ,0.0606 ,,0.0980 ,0.1020 ,0.0900 ,,0.1344 ,0.0930 ,0.1150 ,0.0906 ,0.0906 ,,0.1169 ,0.1230 ,0.2184 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15.2,0.1000 ,0.1317 ,0.1108 ,0.1010 ,0.0915 ,0.1455 ,0.0722 ,0.0400 ,0.0660 ,0.1285 ,0.1193 ,0.1323 ,0.1250 ,,0.1408 ,0.1000 ,0.1520 ,0.1010 ,,0.1740 ,0.2050 ,0.2740 ,,0.0846 ,0.0590 ,0.1080 ,0.0906 ,0.0906 ,,0.0766 ,0.1000 ,0.0728 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,0.0063 ,0.0144 ,0.0108 ,0.0148 ,0.0244 ,0.0224 ,0.0111 ,0.0400 ,0.0094 ,0.0206 ,0.0181 ,0.0165 ,0.0179 ,,0.0101 ,0.0040 ,0.0000 ,0.0101 ,,0.0140 ,0.0260 ,0.0140 ,,0.0557 ,0.0590 ,0.0680 ,0.0551 ,0.0551 ,,0.0726 ,0.0560 ,0.0583 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16.2,0.0438 ,0.0494 ,0.0289 ,0.0369 ,0.0427 ,0.0299 ,0.0167 ,0.0400 ,0.0566 ,0.0389 ,0.0498 ,0.0299 ,0.0268 ,,0.0293 ,0.0090 ,0.0320 ,0.0253 ,,0.0310 ,0.0140 ,0.0330 ,,0.0448 ,0.0340 ,0.0080 ,0.0157 ,0.0157 ,,0.0363 ,0.0150 ,0.0437 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,0.0125 ,0.0082 ,0.0048 ,0.0025 ,0.0061 ,0.0000 ,0.0000 ,0.0100 ,0.0000 ,0.0035 ,0.0030 ,0.0016 ,0.0030 ,,0.0009 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0050 ,0.0000 ,,0.0099 ,0.0000 ,0.0000 ,0.0039 ,0.0039 ,,0.0081 ,0.0050 ,0.0097 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17.2,0.0000 ,0.0082 ,0.0024 ,0.0025 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0047 ,0.0015 ,0.0016 ,0.0030 ,,0.0064 ,0.0030 ,0.0020 ,0.0051 ,,0.0020 ,0.0000 ,0.0000 ,,0.0039 ,0.0000 ,0.0080 ,0.0039 ,0.0039 ,,0.0040 ,0.0050 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0037 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0008 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0030 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18.2,0.0000 ,0.0021 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0100 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0009 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locus 11,VWA,Ngari,Qamdo,Lhasa,Nagqu,Nyingchi,Xigaz那,Shannan,Aba,Garz那,Qinghai,Yunnan,Gannan,Tianzhu,,Liaoning Han,Japanese,Korean,Mongolian,,Thailand,Malaysia malay,Philippine,,Pakistan,Oraon,Munda,Santal,Bangladesh,,Iran,Afghanistan,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0015 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0009 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,0.0000 ,0.0000 ,0.0012 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0015 ,0.0008 ,0.0060 ,,0.0018 ,0.0010 ,0.0000 ,0.0000 ,,0.0000 ,0.0020 ,0.0050 ,,0.0079 ,0.0170 ,0.0000 ,0.0000 ,0.0000 ,,0.0080 ,0.0050 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,0.1625 ,0.1543 ,0.1482 ,0.1847 ,0.1951 ,0.1418 ,0.1722 ,0.1500 ,0.1415 ,0.1949 ,0.1707 ,0.1921 ,0.1994 ,,0.2267 ,0.1920 ,0.2060 ,0.1061 ,,0.2570 ,0.1860 ,0.1980 ,,0.1065 ,0.1920 ,0.2000 ,0.2210 ,0.1535 ,,0.1640 ,0.0870 ,0.0437 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,0.0125 ,0.0206 ,0.0422 ,0.0074 ,0.0183 ,0.0336 ,0.0333 ,0.0100 ,0.0283 ,0.0289 ,0.0091 ,0.0134 ,0.0208 ,,0.0320 ,0.0260 ,0.0220 ,0.0581 ,,0.0260 ,0.0520 ,0.0520 ,,0.0966 ,0.1080 ,0.0310 ,0.0820 ,0.0709 ,,0.0840 ,0.0870 ,0.0971 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15.2,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0250 ,0.0080 ,0.0080 ,0.0000 ,,0.0000 ,0.0030 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,0.3063 ,0.2469 ,0.2663 ,0.2685 ,0.2439 ,0.2425 ,0.2611 ,0.2600 ,0.1887 ,0.2108 ,0.2447 ,0.2669 ,0.2351 ,,0.1947 ,0.2220 ,0.1820 ,0.3030 ,,0.1450 ,0.1810 ,0.1370 ,,0.2490 ,0.1830 ,0.1920 ,0.1480 ,0.1732 ,,0.1880 ,0.2760 ,0.3204 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,0.2313 ,0.2778 ,0.2446 ,0.2414 ,0.2561 ,0.2351 ,0.2389 ,0.3000 ,0.3113 ,0.2603 ,0.2600 ,0.2693 ,0.2589 ,,0.2614 ,0.2820 ,0.3030 ,0.2348 ,,0.2400 ,0.2450 ,0.2220 ,,0.2749 ,0.1580 ,0.2150 ,0.1890 ,0.2559 ,,0.2800 ,0.2760 ,0.2184 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,0.1313 ,0.1872 ,0.1783 ,0.1576 ,0.1951 ,0.2015 ,0.1722 ,0.2000 ,0.1887 ,0.1873 ,0.1903 ,0.1409 ,0.1756 ,,0.1609 ,0.1960 ,0.1820 ,0.2222 ,,0.2070 ,0.2290 ,0.2830 ,,0.1693 ,0.2000 ,0.1850 ,0.2460 ,0.2047 ,,0.1880 ,0.1700 ,0.2282 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,0.1313 ,0.0844 ,0.1024 ,0.1158 ,0.0732 ,0.1157 ,0.0944 ,0.0600 ,0.1321 ,0.0989 ,0.1012 ,0.1000 ,0.0893 ,,0.1060 ,0.0640 ,0.0890 ,0.0631 ,,0.1140 ,0.0900 ,0.0940 ,,0.0786 ,0.0920 ,0.1690 ,0.0980 ,0.1299 ,,0.0840 ,0.0890 ,0.0680 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,0.0250 ,0.0267 ,0.0169 ,0.0246 ,0.0122 ,0.0299 ,0.0222 ,0.0200 ,0.0094 ,0.0188 ,0.0211 ,0.0165 ,0.0119 ,,0.0155 ,0.0170 ,0.0170 ,0.0126 ,,0.0100 ,0.0140 ,0.0090 ,,0.0139 ,0.0250 ,0.0000 ,0.0080 ,0.0118 ,,0.0040 ,0.0080 ,0.0243 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,0.0000 ,0.0021 ,0.0000 ,0.0000 ,0.0061 ,0.0000 ,0.0056 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0030 ,,0.0009 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0019 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locus 12, D18S51 ,Ngari,Qamdo,Lhasa,Nagqu,Nyingchi,Xigaz那,Shannan,Aba,Garz那,Qinghai,Yunnan,Gannan,Tianzhu,,Liaoning Han,Japanese,Korean,Mongolian,,Thailand,Malaysia malay,Philippine,,Pakistan,Oraon,Munda,Santal,Bangladesh,,Iran,Afghanistan,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0008 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0009 ,0.0000 ,0.0020 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0180 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0008 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0039 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,0.0000 ,0.0000 ,0.0012 ,0.0000 ,0.0000 ,0.0037 ,0.0000 ,0.0000 ,0.0000 ,0.0006 ,0.0000 ,0.0008 ,0.0000 ,,0.0009 ,0.0010 ,0.0020 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0079 ,0.0000 ,0.0080 ,0.0000 ,0.0000 ,,0.0268 ,0.0150 ,0.0098 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.2,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0020 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,0.0000 ,0.0000 ,0.0024 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0018 ,0.0000 ,0.0032 ,0.0030 ,,0.0037 ,0.0060 ,0.0150 ,0.0051 ,,0.0120 ,0.0140 ,0.0190 ,,0.0199 ,0.0080 ,0.0080 ,0.0170 ,0.0197 ,,0.0313 ,0.0220 ,0.0196 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,0.0313 ,0.0226 ,0.0157 ,0.0222 ,0.0183 ,0.0224 ,0.0111 ,0.0300 ,0.0377 ,0.0194 ,0.0423 ,0.0150 ,0.0268 ,,0.0320 ,0.0560 ,0.0500 ,0.0303 ,,0.0690 ,0.0600 ,0.0470 ,,0.0926 ,0.0080 ,0.0490 ,0.0420 ,0.0748 ,,0.1518 ,0.0720 ,0.1471 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,0.2313 ,0.3230 ,0.2928 ,0.2808 ,0.3049 ,0.2612 ,0.2667 ,0.3400 ,0.3302 ,0.2898 ,0.2900 ,0.3016 ,0.2351 ,,0.2112 ,0.1800 ,0.1840 ,0.1591 ,,0.1330 ,0.0900 ,0.0800 ,,0.1006 ,0.1490 ,0.1480 ,0.1670 ,0.1339 ,,0.1205 ,0.1280 ,0.1765 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.2,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0080 ,0.0000 ,0.0000 ,,0.0000 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
